-4.1  0.038831  -0.521962  0.0170681
-3.9  -0.31788  0.109814  0.0120517
-3.7  -0.428218  -0.00637379  -0.00166815
-3.5  -0.613273  -0.11229  -0.00056873
-3.3  -0.427602  -0.0137731  0.00138309
-3.1  -0.469858  -0.0262951  -0.00291236
-2.9  -0.522615  -0.0309991  -0.00723716
-2.7  -0.446238  -0.000956832  -0.00379139
-2.5  -0.477812  0.004111  -0.00462192
-2.3  -0.429848  0.00548913  -0.00763648
-2.1  -0.448633  -0.00193117  -0.00847087
-1.9  -0.396947  0.0254166  -0.0119653
-1.7  -0.333041  -0.0405158  -0.0187944
-1.5  -0.357953  -0.00592895  -0.0185139
-1.3  -0.310476  -0.00211465  -0.023515
-1.1  -0.250102  -6.41874e-05  -0.0276003
-0.9  -0.236298  0.0122726  -0.02746
-0.7  -0.208271  0.0144025  -0.0271821
-0.5  -0.147146  0.00800366  -0.0202315
-0.3  -0.0855439  0.00293413  -0.012427
-0.1  -0.0174726  -0.00228454  -0.0063653
0.1  0.0297091  0.00950086  0.00418996
0.3  0.0970099  -0.00726149  0.0134272
0.5  0.176912  0.00374097  0.0191267
0.7  0.202195  0.0130859  0.0242028
0.9  0.247746  0.00238197  0.0261023
1.1  0.262895  0.0137545  0.0249328
1.3  0.321386  -0.00644205  0.024155
1.5  0.329537  -0.00287088  0.0215052
1.7  0.379911  -0.00652707  0.0167929
1.9  0.410483  0.000519123  0.0132877
2.1  0.419416  -0.0113765  0.00928407
2.3  0.441517  -0.00537669  0.00471143
2.5  0.466266  0.0256578  0.00720993
2.7  0.472796  0.00543248  0.00335417
2.9  0.478838  -0.000805277  0.00442755
3.1  0.47901  0.0499616  0.00411073
3.3  0.611477  0.0146806  0.00911025
3.5  0.503928  0.0458509  0.00143155
3.7  0.457986  0.112068  -0.00943068
3.9  0.173284  0.58976  -0.00212354
4.1  -0.278714  -1.34091  0.00437675
4.3  1.70256  -1.79138  0.0329933
