-4.1  0.458974  -1.00372  -0.022456
-3.9  0.484451  0.707154  -0.000905439
-3.7  -0.281492  0.0859841  -0.00145751
-3.5  -0.35788  -0.079472  7.71556e-05
-3.3  -0.499511  -0.136949  -0.00527291
-3.1  -0.461209  -0.0521042  -0.00408349
-2.9  -0.477127  -0.0422593  -0.00525807
-2.7  -0.488677  0.0724185  -0.00655326
-2.5  -0.440222  -0.00470724  -0.00452374
-2.3  -0.441932  -0.00540955  -0.00997498
-2.1  -0.464715  0.032129  -0.0092094
-1.9  -0.441212  0.0602063  -0.0134779
-1.7  -0.380534  -0.00835951  -0.0175069
-1.5  -0.373946  -0.0209153  -0.0201952
-1.3  -0.350718  0.024067  -0.0239408
-1.1  -0.337836  -0.0111134  -0.0259016
-0.9  -0.273087  -0.0121883  -0.0256426
-0.7  -0.243005  0.0436768  -0.0243577
-0.5  -0.225519  0.031518  -0.0213204
-0.3  -0.14741  -0.00447158  -0.0123661
-0.1  -0.0556405  -0.0314483  -0.00663785
0.1  0.0887786  0.010925  0.00382537
0.3  0.12569  -0.00325246  0.0134961
0.5  0.160121  -0.0309331  0.0183832
0.7  0.239237  0.0460779  0.0218968
0.9  0.265035  -0.00435674  0.0260592
1.1  0.310207  -0.0104368  0.0242318
1.3  0.327611  0.0177489  0.0247543
1.5  0.398574  0.0234627  0.0227503
1.7  0.37098  0.00855848  0.0174978
1.9  0.409631  0.0140643  0.0139244
2.1  0.456413  -0.00990223  0.00881257
2.3  0.494113  -0.0371436  0.00451373
2.5  0.461938  -0.00179792  0.0102863
2.7  0.5654  0.00923782  0.00467279
2.9  0.475597  -0.0175693  0.000378172
3.1  0.547295  0.074767  0.00791889
3.3  0.433565  -0.0171657  0.00332228
3.5  0.736947  0.100833  -0.00203723
3.7  0.556957  -0.0429411  0.00026559
3.9  1.03115  0.825105  -0.00824904
4.1  1.82101  2.1802  -0.0137672
