-4.875	0	0
-4.625	0	0
-4.375	0.572296	0.251387
-4.125	0.200764	0.141084
-3.875	-0.00070746	0.044463
-3.625	-0.0172045	0.0208769
-3.375	-3.33656e-05	0.0134397
-3.125	0.011527	0.0105538
-2.875	-0.00636982	0.00861871
-2.625	0.00382949	0.00730359
-2.375	0.00941886	0.00623066
-2.125	0.0098063	0.00538091
-1.875	0.0173752	0.00477388
-1.625	0.0205299	0.00428397
-1.375	0.0188532	0.00386298
-1.125	0.0182197	0.00357358
-0.875	0.0111491	0.00333117
-0.625	0.014324	0.00317542
-0.375	0.00651575	0.00305927
-0.125	0.0046369	0.00301021
0.125	-0.00160214	0.00301969
0.375	-0.0057368	0.00305813
0.625	-0.013664	0.00316836
0.875	-0.0188481	0.00333357
1.125	-0.0154505	0.00356896
1.375	-0.0145941	0.00389216
1.625	-0.0218139	0.00425728
1.875	-0.0101758	0.00479565
2.125	-0.00956629	0.00539003
2.375	-0.0118545	0.00618072
2.625	0.0063292	0.00726343
2.875	-0.00399069	0.00857992
3.125	-0.00315258	0.0104361
3.375	-0.0289002	0.013486
3.625	0.00479404	0.0205266
3.875	0.0288342	0.0453856
4.125	0.0160274	0.139918
4.375	-0.588352	0
4.625	0	0
4.875	0	0
